PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	OHTA, T				OHTA, T			SEQUENCE VARIABILITY OF IMMUNOGLOBULINS CONSIDERED FROM STANDPOINT OF POPULATION-GENETICS	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																															0027-8424						1978	75	10					5108	5112		10.1073/pnas.75.10.5108	http://dx.doi.org/10.1073/pnas.75.10.5108								16592584					WOS:A1978FU61400105
J	MERRITT, AD				MERRITT, AD			POPULATION GENETICS AND HEMOPHILIA - IMPLICATIONS OF MUTATION AND CARRIER RECOGNITION	ANNALS OF THE NEW YORK ACADEMY OF SCIENCES																															0077-8923						1975	240	JAN20					121	131		10.1111/j.1749-6632.1975.tb53332.x	http://dx.doi.org/10.1111/j.1749-6632.1975.tb53332.x								1053857					WOS:A1975V401400016
J	MARUYAMA, T; KIMURA, M				MARUYAMA, T; KIMURA, M			SOME METHODS FOR TREATING CONTINUOUS STOCHASTIC-PROCESSES IN POPULATION GENETICS	JAPANESE JOURNAL OF GENETICS																															0021-504X						1971	46	6					407	+		10.1266/jjg.46.407	http://dx.doi.org/10.1266/jjg.46.407													WOS:A1971L680700005
J	SHEPPARD, PM				SHEPPARD, PM			SOME CONTRIBUTIONS TO POPULATION GENETICS RESULTING FROM STUDY OF LEPIDOPTERA	ADVANCES IN GENETICS																															0065-2660						1961	10						165	+		10.1016/S0065-2660(08)60117-0	http://dx.doi.org/10.1016/S0065-2660(08)60117-0								13911683					WOS:A19612413A00003
J	Tessema, S; Murphy, M; Mupiri, AR; Smith, JL; Chen, A; Wilheim, J; Hsiang, MS; Sturrock, HJ; Mumbengegwi, D; Greenhouse, B				Tessema, Sofonias; Murphy, Maxwell; Mupiri, Anna-Rosa; Smith, Jennifer L.; Chen, Anna; Wilheim, Jordan; Hsiang, Michelle S.; Sturrock, Hugh J.; Mumbengegwi, Davis; Greenhouse, Bryan			FINE-SCALE POPULATION GENETICS OF PLASMODIUM FALCIPARUM IN NORTHERN NAMIBIA	AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE					66th Annual Meeting of the American-Society-of-Tropical-Medicine-and-Hygiene (ASTMH)	NOV 05-09, 2017	Baltimore, MD	Amer Soc Trop Med & Hyg									Murphy, Maxwell/AHB-4351-2022	Murphy, Maxwell/0000-0003-0332-4388													0002-9637	1476-1645					2017	97	5		S		1363	424	424																WOS:000423215204079
J	Ngouanesavanh, T; Guyot, K; Certad, G; Le Fichoux, Y; Chartier, C; Verdier, RI; Cailliez, JC; Camus, D; Dei-Cas, E; Banuls, AL				Ngouanesavanh, T.; Guyot, K.; Certad, G.; Le Fichoux, Y.; Chartier, C.; Verdier, R. -I.; Cailliez, J. -C.; Camus, D.; Dei-Cas, E.; Banuls, A. -L.			Cryptosporidium population genetics: evidence of clonality in France and Haiti.	JOURNAL OF EUKARYOTIC MICROBIOLOGY																															1066-5234					MAR-APR	2007	54	2					51S	51S																WOS:000245312600159
J	Wright, AD; Williams, AS; Garrison, NL; Whelan, NV				Wright, A. D.; Williams, A. S.; Garrison, N. L.; Whelan, N., V			Population Genetics of the Critically Imperiled Oblong Rocksnail Leptoxis compacta	INTEGRATIVE AND COMPARATIVE BIOLOGY					Annual Meeting of the Society-for-Integrative-and-Comparative-Biology (SICB)	JAN 03-07, 2020	Austin, TX	Soc Integrat & Comparat Biol																							1540-7063	1557-7023				MAR	2020	60			1		P1-33	E448	E448																WOS:000536432402191
C	Beese, K		Baradat, P; Adams, WT; MullerStarck, G		Beese, K			European community research into forest population genetics and gene conservation	POPULATION GENETICS AND GENETIC CONSERVATION OF FOREST TREES					International Symposium on Population Genetics and Gene Conservation	AUG 24-28, 1992	CARCANS-MAUBUISSON, FRANCE	Int Union Forestry Res Org																									90-5103-109-2				1995							459	463																WOS:A1995BF81W00046
J	CONLEY, C; FIFE, P				CONLEY, C; FIFE, P			CRITICAL MANIFOLDS, TRAVELING WAVES, AND AN EXAMPLE FROM POPULATION-GENETICS	JOURNAL OF MATHEMATICAL BIOLOGY																															0303-6812	1432-1416					1982	14	2					159	176		10.1007/BF01832842	http://dx.doi.org/10.1007/BF01832842								7119580					WOS:A1982NY63500003
J	OHTA, T				OHTA, T			THEORETICAL POPULATION-GENETICS OF REPEATED GENES FORMING A MULTIGENE FAMILY	GENETICS																															0016-6731	1943-2631					1978	88	4					845	861											17248822					WOS:A1978FA50200013
J	Hedgecock, D; Klink, JM; Powell, EN; Plough, L; Hofmann, E				Hedgecock, Dennis; Klink, John M.; Powell, Eric N.; Plough, Louis; Hofmann, Eileen			Insights into oyster population genetics from an individual based model	JOURNAL OF SHELLFISH RESEARCH																	Plough, Louis/E-1413-2014; Hedgecock, Dennis/I-8655-2012	Plough, Louis/0000-0001-5572-9649; Hedgecock, Dennis/0000-0002-3995-646X													0730-8000					AUG	2008	27	4					1015	1015																WOS:000258566000145
J	Hauswaldt, SJ; Glenn, TC; Draud, MJ				Hauswaldt, SJ; Glenn, TC; Draud, MJ			Population genetics and mating pattern of Diamondback terrapins (Malaclemys terrapin)	INTEGRATIVE AND COMPARATIVE BIOLOGY					Annual Meeting of the Society-for-Integrative-and-Comparative-Biology	2004	New Orleans, LA	Soc Integrative Comparative Biol									Glenn, Travis C/A-2390-2008	Glenn, Travis C/0000-0001-7725-3637													1540-7063					DEC	2003	43	6					998	998																WOS:000222235200782
C	CROFT, JH; VARGA, J		Powell, KA; Renwick, A; Peberdy, JF		CROFT, JH; VARGA, J			APPLICATION OF RFLPS IN SYSTEMATICS AND POPULATION-GENETICS OF ASPERGILLI	GENUS ASPERGILLUS: FROM TAXONOMY AND GENETICS TO INDUSTRIAL APPLICATION	FEMS SYMPOSIUM				Symposium on the Genus Aspergillus: From Taxonomy and Genetics to Industrial Application	APR 05-08, 1993	CANTERBURY, ENGLAND	FEDERAT EUROPEAN MICROBIOL SOC																									0-306-44701-0				1994		69					277	289																WOS:A1994BA68Q00021
J	BURTON, RS; FELDMAN, MW				BURTON, RS; FELDMAN, MW			POPULATION-GENETICS OF TIGRIOPUS-CALIFORNICUS .2. DIFFERENTIATION AMONG NEIGHBORING POPULATIONS	EVOLUTION																	Burton, R/F-7694-2010	Burton, R/0000-0002-6995-5329													0014-3820						1981	35	6					1192	1205		10.2307/2408132	http://dx.doi.org/10.2307/2408132								28563405					WOS:A1981MV72500014
J	BRUES, A				BRUES, A			THEORETICAL ASPECTS OF POPULATION GENETICS - KIMURA,M AND OHTA,T	AMERICAN ANTHROPOLOGIST																															0002-7294						1973	75	2					535	535		10.1525/aa.1973.75.2.02a01300	http://dx.doi.org/10.1525/aa.1973.75.2.02a01300													WOS:A1973P441700130
J	STEWART, FM				STEWART, FM			THEORETICAL ASPECTS OF POPULATION GENETICS - KIMURA,M AND OHTA,T	POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY																															0032-4728						1972	26	3					517	518		10.2307/2173830	http://dx.doi.org/10.2307/2173830													WOS:A1972O269500014
J	KUCHER, AN; KURBATOVA, OL				KUCHER, AN; KURBATOVA, OL			THE POPULATION-GENETICS STUDY OF DIFFERENTIAL FERTILITY IN URBAN-POPULATION	GENETIKA																	Kucher, Aksana/AAF-4413-2019; Kucher, Aksana Nikolaevna/A-7789-2014	Kucher, Aksana/0000-0003-3824-3641; Kucher, Aksana Nikolaevna/0000-0003-3824-3641; Kurbatova, Olga/0000-0001-6558-608X													0016-6758						1986	22	2					304	311											3957026					WOS:A1986A300700015
J	LAING, C; CARMODY, GR; PECK, SB				LAING, C; CARMODY, GR; PECK, SB			POPULATION-GENETICS AND EVOLUTIONARY BIOLOGY OF CAVE BEETLE PTOMAPHAGUS-HIRTUS	EVOLUTION																															0014-3820						1976	30	3					484	498		10.2307/2407573	http://dx.doi.org/10.2307/2407573								28563250					WOS:A1976CL92800008
J	IGNATIUS, J				IGNATIUS, J			POPULATION-GENETICS OF CHILDHOOD-ONSET SPINAL MUSCULAR-ATROPHY IN FINLAND	AMERICAN JOURNAL OF HUMAN GENETICS																															0002-9297					OCT	1991	49	4		S			472	472																WOS:A1991GR30902683
J	Cano, P; Zhao, WC; Patel, H; Guerrero, E; Fernandez-Vina, M				Cano, Pedro; Zhao, Weicheng; Patel, Hemant; Guerrero, Edward; Fernandez-Vina, Marcelo			Population genetics of haplotypes bearing alleles of the DRB4 locus	HUMAN IMMUNOLOGY					33rd Annual Meeting of the American-Society-for-Histocompatibility-and-Immunogenetics	OCT 08-12, 2007	Minneapolis, MN	Amer Soc Histocompatibil & Immunogenet																							0198-8859						2007	68			1			S58	S58		10.1016/j.humimm.2007.08.110	http://dx.doi.org/10.1016/j.humimm.2007.08.110													WOS:000249930500100
J	SHIGA, T				SHIGA, T			CONTINUOUS-TIME MULTI-ALLELIC STEPPING STONE MODELS IN POPULATION-GENETICS	JOURNAL OF MATHEMATICS OF KYOTO UNIVERSITY																															0023-608X						1982	22	1					1	40																WOS:A1982NP64900001
J	Liu, CY; Horwitz, T; Lam, K				Liu, Chunyu; Horwitz, Tanya; Lam, Katie			A Decade of Psychiatric GWAS Research	NEUROPSYCHOPHARMACOLOGY					56th Annual Meeting of the American-College-of-Neuropsychopharmacology (ACNP) and Cognitive-Neuroscience-Society	DEC 03-07, 2017	Palm Springs, CA	Amer Coll Neuropsychopharmacol, Cognit Neuroscience Soc																							0893-133X	1740-634X				NOV	2017	42			1		W148	S569	S570																WOS:000416846303145
J	ABBOTT, R				ABBOTT, R			POPULATION-GENETICS AND PLANT-BREEDING - HOMAGE TO ALLARD,R.W.	TRENDS IN ECOLOGY & EVOLUTION																															0169-5347					JAN	1989	4	1					5	6		10.1016/0169-5347(89)90005-0	http://dx.doi.org/10.1016/0169-5347(89)90005-0													WOS:A1989R423900004
J	LUCCHETTI, E; SOLIANI, L; CONTERIO, F				LUCCHETTI, E; SOLIANI, L; CONTERIO, F			POPULATION-GENETICS STUDIES BY MEANS OF THE RECONSTRUCTION OF GENEALOGIES	ATTI ASSOCIAZIONE GENETICA ITALIANA																															0066-9830						1980	25						160	162																WOS:A1980LV78700060
J	KIMURA, M				KIMURA, M			RATE OF MOLECULAR EVOLUTION CONSIDERED FROM STANDPOINT OF POPULATION GENETICS	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA																															0027-8424						1969	63	4					1181	&		10.1073/pnas.63.4.1181	http://dx.doi.org/10.1073/pnas.63.4.1181								5260917					WOS:A1969E762400031
J	Verrelli, BC; Tassone, EE; Anderson, DM; Stone, AC; Rawls, JA				Verrelli, B. C.; Tassone, E. E.; Anderson, D. M.; Stone, A. C.; Rawls, J. A.			Using comparative primate population genetics in understanding infectious disease resistance	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY					78th Annual Meeting of the American-Association-of-Physical-Anthropologists	MAR 31-APR 03, 2009	Chicago, IL	Amer Assoc Phys Anthropol									Verrelli, Brian/AAW-9523-2021; Tassone, Erica/AAM-4788-2021														0002-9483						2009							262	263																WOS:000263442701401
J	MERTENS, TR				MERTENS, TR			INTRODUCING STUDENTS TO POPULATION-GENETICS AND THE HARDY-WEINBERG PRINCIPLE	AMERICAN BIOLOGY TEACHER																															0002-7685					FEB	1992	54	2					103	107		10.2307/4449417	http://dx.doi.org/10.2307/4449417													WOS:A1992HC80800011
J	NAGYLAKI, T				NAGYLAKI, T			MALECOT AND THE TRANSITION FROM CLASSICAL TO MODERN POPULATION-GENETICS	GENETICS																															0016-6731	1943-2631				JUN	1989	122	2					253	268											2670664					WOS:A1989AA82900001
J	UYENOYAMA, M; FELDMAN, MW				UYENOYAMA, M; FELDMAN, MW			THEORIES OF KIN AND GROUP SELECTION - A POPULATION-GENETICS PERSPECTIVE	THEORETICAL POPULATION BIOLOGY																															0040-5809	1096-0325					1980	17	3					380	414		10.1016/0040-5809(80)90033-7	http://dx.doi.org/10.1016/0040-5809(80)90033-7								7434256					WOS:A1980KG14000007
J	Resende, MFR				Resende, Marcio F. R.			Population Genetics and Genome Wide Association Studies in Sweet Corn	HORTSCIENCE																															0018-5345	2327-9834				SEP	2021	56	9		S			S217	S217																WOS:000753680700688
S	Baele, G; Lemey, P		Chen, MH; Kuo, L; Lewis, PO		Baele, Guy; Lemey, Philippe			Bayesian model selection in phylogenetics and genealogy-based population genetics	BAYESIAN PHYLOGENETICS: METHODS, ALGORITHMS, AND APPLICATIONS	Chapman & Hall CRC Mathematical and Computational Biology Series																Baele, Guy/R-8157-2017; Lemey, Philippe/C-3755-2018	Baele, Guy/0000-0002-1915-7732; Lemey, Philippe/0000-0003-2826-5353													2154-8064		978-1-4665-0082-2; 978-1-4665-0079-2				2014							59	93																WOS:000363203500005
J	Thekke-Veetil, T; Sabanadzovic, NA; Martin, R; Sabanadzovic, S; Tzanetakis, I				Thekke-Veetil, Thanuja; Sabanadzovic, Nina Abou-Ghanem; Martin, Robert; Sabanadzovic, Sead; Tzanetakis, Ioannis			Characterization and Population Genetics of a New Virus Infecting Blackberry	HORTSCIENCE																	Tzanetakis, Ioannis E./B-9598-2009	Tzanetakis, Ioannis E./0000-0002-5970-1763													0018-5345	2327-9834				SEP	2013	48	9		S			S151	S151																WOS:000536063100369
J	Davey, JW; Blaxter, ML				Davey, John W.; Blaxter, Mark L.			RADSeq: next-generation population genetics (vol 9, pg 416, 2010)	BRIEFINGS IN FUNCTIONAL GENOMICS																	Davey, John/B-5075-2013; Blaxter, Mark/B-4113-2010	Blaxter, Mark/0000-0003-2861-949X													2041-2649					MAR	2011	10	2			SI		108	108		10.1093/bfgp/elr007	http://dx.doi.org/10.1093/bfgp/elr007													WOS:000288798400008
J	Perry, GH; McCarroll, SA; Sabeti, PC; Yanez, JO; Stone, AC; Lee, C				Perry, G. H.; McCarroll, S. A.; Sabeti, P. C.; Yanez, J. O.; Stone, A. C.; Lee, C.			Evolutionary population genetics of the human RhD negative blood type.	AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY																	Sabeti, Pardis/GQH-8610-2022														0002-9483	1096-8644					2007				44			186	187																WOS:000244656500550
C	BIRKY, CW		SELANDER, RK; CLARK, AG; WHITTAM, TS		BIRKY, CW			EVOLUTION AND POPULATION-GENETICS OF ORGANELLE GENES - MECHANISMS AND MODELS	EVOLUTION AT THE MOLECULAR LEVEL					SYMP ON EVOLUTION AT THE MOLECULAR LEVEL	JUN, 1989	PENN STATE UNIV, UNIVERSITY PARK, PA	SOC STUDY EVOLUT, AMER SOC NATURALISTS	PENN STATE UNIV																								0-87893-819-2				1991							112	134																WOS:A1991BS49M00006
J	RABOUD, C				RABOUD, C			21ST POPULATION-GENETICS GROUP MEETING - LONDON, 6-8 JANUARY 1988	EVOLUTIONARY TRENDS IN PLANTS																															1011-3258					JUN	1988	2	1					7	8																WOS:A1988N923600003
J	AULBACH, B; HADELER, KP				AULBACH, B; HADELER, KP			CONVERGENCE TO EQUILIBRIUM IN THE CLASSICAL-MODEL OF POPULATION-GENETICS	JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS																															0022-247X	1096-0813					1984	102	1					220	232		10.1016/0022-247X(84)90215-4	http://dx.doi.org/10.1016/0022-247X(84)90215-4													WOS:A1984TC37200018
J	SINGLETON, WR				SINGLETON, WR			A POPULATION GENETICS STUDY OF MUTATIONS INDUCED IN MAIZE SEEDS	GENETICS																															0016-6731	1943-2631					1965	52	2P2					475	+																WOS:A19656681700146
J	Ibrahim, KM				Ibrahim, KM			Human population genetics - Simulations of human colonization history	HEREDITY																															0018-067X					AUG	2004	93	2					124	125		10.1038/sj.hdy.6800495	http://dx.doi.org/10.1038/sj.hdy.6800495								15241460					WOS:000222851600003
J	SELANDER, RK; CAUGANT, DA; OCHMAN, H; MUSSER, JM; GILMOUR, MN; WHITTAM, TS				SELANDER, RK; CAUGANT, DA; OCHMAN, H; MUSSER, JM; GILMOUR, MN; WHITTAM, TS			METHODS OF MULTILOCUS ENZYME ELECTROPHORESIS FOR BACTERIAL POPULATION-GENETICS AND SYSTEMATICS	APPLIED AND ENVIRONMENTAL MICROBIOLOGY																	, dcaugant/AAH-6843-2019	, dcaugant/0000-0003-2765-9844													0099-2240	1098-5336				MAY	1986	51	5					873	884		10.1128/AEM.51.5.873-884.1986	http://dx.doi.org/10.1128/AEM.51.5.873-884.1986								2425735					WOS:A1986C240800001
J	JOHNSON, WE; KOHN, PH; STEINBERG, AG				JOHNSON, WE; KOHN, PH; STEINBERG, AG			POPULATION-GENETICS OF HUMAN ALLOTYPES GM, INV, AND A2M - ANALYTICAL REVIEW	CLINICAL IMMUNOLOGY AND IMMUNOPATHOLOGY																															0090-1229						1977	7	1					97	113		10.1016/0090-1229(77)90034-4	http://dx.doi.org/10.1016/0090-1229(77)90034-4								404106					WOS:A1977CT44100012
J	LI, CC				LI, CC			THE CONCEPT OF PATH COEFFICIENT AND ITS IMPACT ON POPULATION GENETICS	BIOMETRICS																															0006-341X						1956	12	2					190	210		10.2307/3001760	http://dx.doi.org/10.2307/3001760													WOS:A1956WW94000007
C	GASPERI, G; MALACRIDA, AR; BARUFFI, L; MILANI, R; GUGLIELMINO, CR		Calkins, CO; Klassen, W; Liedo, P		GASPERI, G; MALACRIDA, AR; BARUFFI, L; MILANI, R; GUGLIELMINO, CR			POPULATION GENETICS OF CERATITIS-CAPITATA AND PHYLOGENETIC RELATIONS WITH OTHER TEPHRITIDAE	FRUIT FLIES AND THE STERILE INSECT TECHNIQUE					19th International Congress of Entomology	JUN 27-JUL 04, 1992	BEIJING, PEOPLES R CHINA																										0-8493-4854-4				1994							27	35																WOS:A1994BC72T00002
J	NETZEL, B; GROSSEWILDE, H; MEMPEL, W; BERTRAMS, J; LENHARD, V; RITTNER, C; SCHOLZ, S; ALBERT, ED				NETZEL, B; GROSSEWILDE, H; MEMPEL, W; BERTRAMS, J; LENHARD, V; RITTNER, C; SCHOLZ, S; ALBERT, ED			POPULATION GENETICS OF 6 LD ALLELES OF HUMAN MAJOR HISTOCOMPATIBILITY COMPLEX	ZEITSCHRIFT FUR IMMUNITATS-FORSCHUNG EXPERIMENTELLE UND KLINISCHE IMMUNOLOGIE																																					1975	150	3					224	224																WOS:A1975AQ51900061
J	Fruh, D				Fruh, D			Wilhelm Weinberg (1862-1937), physician of poor people and population geneticist - Remarks on life and work	BIOLOGISCHES ZENTRALBLATT					4th Annual Meeting of the Deutsch-Gesellschaft-fur-Geschichte-und-Theorie-der-Biologie	JUN 22-25, 1995	NEUBURG, GERMANY	Deut Gesell Geschichte & Theorie Biol																							0006-3304					APR-SEP	1996	115	2-3					112	119																WOS:A1996UU07100005
J	KLEIN, J				KLEIN, J			POPULATION-GENETICS OF THE MURINE CHROMOSOME-17 - ELISABETH-GOLDSCHMIDT-MEMORIAL-LECTURE	ISRAEL JOURNAL OF MEDICAL SCIENCES																															0021-2180						1979	15	10					859	866											521268					WOS:A1979HU97300013
J	BECKMAN, L				BECKMAN, L			A CONTRIBUTION TO THE PHYSICAL ANTHROPOLOGY AND POPULATION GENETICS OF SWEDEN	HEREDITAS																															1601-5223						1959	45	1					9	189																WOS:A1959XF16600001
J	Gourraud, PA; Raffoux, C; Cambon-Thomsen, A				Gourraud, PA; Raffoux, C; Cambon-Thomsen, A			Implication of population genetics dimension in unrelated bone marrow transplantation organisation	EUROPEAN JOURNAL OF HUMAN GENETICS					European-Society-of-Human-Genetics European Human Genetics Conference in Conjuction With European Meeting on Psychosocial Aspects of Genetics	MAY 25-28, 2002	STRASBOURG, FRANCE	European Soc Human Genet									Gourraud, Pierre-Antoine FD/O-3024-2015														1018-4813					MAY	2002	10			1			185	185																WOS:000187166100616
J	TABACHNICK, WJ; HOLBROOK, FR				TABACHNICK, WJ; HOLBROOK, FR			POPULATION-GENETICS OF INSECT DISEASE VECTORS - CULICOIDES AND BLUETONGUE DISEASE EPIDEMIOLOGY	JOURNAL OF CELLULAR BIOCHEMISTRY																															0730-2312					MAR 10	1995				21A			187	187																WOS:A1995QT86400683
J	SLATKIN, M; ARTER, HE				SLATKIN, M; ARTER, HE			SPATIAL AUTOCORRELATION ANALYSIS AS AN INFERENTIAL TOOL IN POPULATION-GENETICS - REPLY	AMERICAN NATURALIST																															0003-0147					AUG	1991	138	2					522	523		10.1086/285230	http://dx.doi.org/10.1086/285230													WOS:A1991GJ83500013
J	AVISE, JC; ARNOLD, J; BALL, RM; BERMINGHAM, E; LAMB, T; NEIGEL, JE; REEB, CA; SAUNDERS, NC				AVISE, JC; ARNOLD, J; BALL, RM; BERMINGHAM, E; LAMB, T; NEIGEL, JE; REEB, CA; SAUNDERS, NC			INTRASPECIFIC PHYLOGEOGRAPHY - THE MITOCHONDRIAL-DNA BRIDGE BETWEEN POPULATION-GENETICS AND SYSTEMATICS	ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS																	Puigbò, Pere/A-2214-2008														0066-4162						1987	18						489	522		10.1146/annurev.es.18.110187.002421	http://dx.doi.org/10.1146/annurev.es.18.110187.002421													WOS:A1987K958800020
